Код;Наименование;Артикул;Базовая единица измерения;Комментарий;Основная единица измерения;Основное свойство;Полное наименование;ВыгружатьВИнтернетМагазин;НаименованиеИМ;Длинна;Ширина;Высота;Объем;Блокировать скидку по карте;Статус товара;Штрихкоды номенклатуры
00080520;               KARINA Розетка с/з керамика жемчужно-белый перламутр LEZ; ;шт;Продукция Lezard разработана с учетом современных тенденций и потребностей пользователей, что делает ее отличным выбором для любого интерьера. Все изделия соответствуют международным стандартам качества, обеспечивая безопасное использование. Встроенные за;шт; ;KARINA Розетка с/з керамика жемчужно-белый перламутр LEZ;1;KARINA Розетка с/з керамика жемчужно-белый перламутр LEZ;7;7;4;0,0002;1;Новинка;6,94E+12
00080521;               KARINA Розетка ТВ оконечная жемчужно-белый перламутр LEZ; ;шт;Продукция Lezard разработана с учетом современных тенденций и потребностей пользователей, что делает ее отличным выбором для любого интерьера. Все изделия соответствуют международным стандартам качества, обеспечивая безопасное использование. Встроенные за;шт; ;KARINA Розетка ТВ оконечная жемчужно-белый перламутр LEZ;1;KARINA Розетка ТВ оконечная жемчужно-белый перламутр LEZ;7;7;4;0,0002;1;Новинка;6,94E+12
00080522;               KARINA Розетка телефонная евро жемчужно-белый перламутр LEZ; ;шт;Продукция Lezard разработана с учетом современных тенденций и потребностей пользователей, что делает ее отличным выбором для любого интерьера. Все изделия соответствуют международным стандартам качества, обеспечивая безопасное использование. Встроенные за;шт; ;KARINA Розетка телефонная евро жемчужно-белый перламутр LEZ;1;KARINA Розетка телефонная евро жемчужно-белый перламутр LEZ;7;7;4;0,0002;1;Новинка;6,94E+12
00080502;            Цвет крем;;;;;;;;;;;;;;;
00080523;               KARINA Выключатель двойной крем LEZ; ;шт;Продукция Lezard разработана с учетом современных тенденций и потребностей пользователей, что делает ее отличным выбором для любого интерьера. Все изделия соответствуют международным стандартам качества, обеспечивая безопасное использование. Встроенные за;шт; ;KARINA Выключатель двойной крем LEZ;1;KARINA Выключатель двойной крем LEZ;7;7;4;0,0002;1;Новинка;6,94E+12
00080524;               KARINA Выключатель крем LEZ; ;шт;Продукция Lezard разработана с учетом современных тенденций и потребностей пользователей, что делает ее отличным выбором для любого интерьера. Все изделия соответствуют международным стандартам качества, обеспечивая безопасное использование. Встроенные за;шт; ;KARINA Выключатель крем LEZ;1;KARINA Выключатель крем LEZ;7;7;4;0,0002;1;Новинка;6,94E+12
00080525;               KARINA Рамка 1-ая горизонтальная б/вст крем LEZ; ;шт;Продукция Lezard разработана с учетом современных тенденций и потребностей пользователей, что делает ее отличным выбором для любого интерьера. Все изделия соответствуют международным стандартам качества, обеспечивая безопасное использование. Встроенные за;шт; ;KARINA Рамка 1-ая горизонтальная б/вст крем LEZ;1;KARINA Рамка 1-ая горизонтальная б/вст крем LEZ;8;8;2;0,0001;1;Новинка;6,94E+12
00080526;               KARINA Розетка двойная б/з керамика крем LEZ; ;шт;Продукция Lezard разработана с учетом современных тенденций и потребностей пользователей, что делает ее отличным выбором для любого интерьера. Все изделия соответствуют международным стандартам качества, обеспечивая безопасное использование. Встроенные за;шт; ;KARINA Розетка двойная б/з керамика крем LEZ;1;KARINA Розетка двойная б/з керамика крем LEZ;12;7;4;0,0003;1;Новинка;"6941372112790                 
6941372118846"
00080527;               KARINA Розетка с/з керамика крем LEZ; ;шт;Продукция Lezard разработана с учетом современных тенденций и потребностей пользователей, что делает ее отличным выбором для любого интерьера. Все изделия соответствуют международным стандартам качества, обеспечивая безопасное использование. Встроенные за;шт; ;KARINA Розетка с/з керамика крем LEZ;1;KARINA Розетка с/з керамика крем LEZ;7;7;4;0,0002;1;Новинка;6,94E+12
00080499;         Серия Viola;;;;;;;;;;;;;;;
00080503;            Цвет белый;;;;;;;;;;;;;;;
00080528;               VIOLA Выключатель белый LEZ; ;шт;Продукция Lezard разработана с учетом современных тенденций и потребностей пользователей, что делает ее отличным выбором для любого интерьера. Все изделия соответствуют международным стандартам качества, обеспечивая безопасное использование. Встроенные за;шт; ;VIOLA Выключатель белый LEZ;1;VIOLA Выключатель белый LEZ;7;7;4;0,0002;1;Новинка;6,97E+12
00080529;               VIOLA Выключатель двойной белый LEZ; ;шт;Продукция Lezard разработана с учетом современных тенденций и потребностей пользователей, что делает ее отличным выбором для любого интерьера. Все изделия соответствуют международным стандартам качества, обеспечивая безопасное использование. Встроенные за;шт; ;VIOLA Выключатель двойной белый LEZ;1;VIOLA Выключатель двойной белый LEZ;7;7;4;0,0002;1;Новинка;6,97E+12
00080530;               VIOLA Розетка б/з керамика белый LEZ; ;шт;Продукция Lezard разработана с учетом современных тенденций и потребностей пользователей, что делает ее отличным выбором для любого интерьера. Все изделия соответствуют международным стандартам качества, обеспечивая безопасное использование. Встроенные за;шт; ;VIOLA Розетка б/з керамика белый LEZ;1;VIOLA Розетка б/з керамика белый LEZ;7;7;4;0,0002;1;Новинка;6,94E+12
00080531;               VIOLA Розетка двойная б/з закрытый корпус керамика белый LEZ; ;шт;Продукция Lezard разработана с учетом современных тенденций и потребностей пользователей, что делает ее отличным выбором для любого интерьера. Все изделия соответствуют международным стандартам качества, обеспечивая безопасное использование. Встроенные за;шт; ;VIOLA Розетка двойная б/з закрытый корпус керамика белый LEZ;1;VIOLA Розетка б/з керамика белый LEZ;12;7;4;0,0003;1;Новинка;6,94E+12
00080532;               VIOLA Розетка двойная с/з закрытый корпус керамика белый LEZ; ;шт;Продукция Lezard разработана с учетом современных тенденций и потребностей пользователей, что делает ее отличным выбором для любого интерьера. Все изделия соответствуют международным стандартам качества, обеспечивая безопасное использование. Встроенные за;шт; ;VIOLA Розетка двойная с/з закрытый корпус керамика белый LEZ;1;VIOLA Розетка двойная с/з закрытый корпус керамика белый LEZ;12;7;4;0,0003;1;Новинка;6,94E+12
00080533;               VIOLA Розетка с/з керамика белый LEZ; ;шт;Продукция Lezard разработана с учетом современных тенденций и потребностей пользователей, что делает ее отличным выбором для любого интерьера. Все изделия соответствуют международным стандартам качества, обеспечивая безопасное использование. Встроенные за;шт; ;VIOLA Розетка с/з керамика белый LEZ;1;VIOLA Розетка с/з керамика белый LEZ;7;7;4;0,0002;1;Новинка;6,94E+12
00080504;            Цвет крем;;;;;;;;;;;;;;;
00080534;               VIOLA Выключатель двойной крем LEZ; ;шт;Продукция Lezard разработана с учетом современных тенденций и потребностей пользователей, что делает ее отличным выбором для любого интерьера. Все изделия соответствуют международным стандартам качества, обеспечивая безопасное использование. Встроенные за;шт; ;VIOLA Выключатель двойной крем LEZ;1;VIOLA Выключатель двойной крем LEZ;7;7;4;0,0002;1;Новинка;6,97E+12
00080536;               VIOLA Розетка б/з керамика крем LEZ; ;шт;Продукция Lezard разработана с учетом современных тенденций и потребностей пользователей, что делает ее отличным выбором для любого интерьера. Все изделия соответствуют международным стандартам качества, обеспечивая безопасное использование. Встроенные за;шт; ;VIOLA Розетка б/з керамика крем LEZ;1;VIOLA Розетка б/з керамика крем LEZ;7;7;4;0,0002;1;Новинка;6,94E+12
00080229;      System Electric ( Schnieder Electric );;;;;;;;;;;;;;;
00080237;         Серия AtlasDesign;;;;;;;;;;;;;;;
00080241;            Цвет алюминий;;;;;;;;;;;;;;;
00080247;               Выключатель 1-кл. СП AtlasDesign 10А IP20 (сх. 1) 10AX механизм алюм. SE ATN000311;ATN000311;шт;Механизм SE AtlasDesign выключателя 1-клавишного подходит для сетей 250 В, на ток 10 А. Усиленные прямые монтажные лапки для лучшей фиксации механизма в монтажной коробке. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучени;шт; ;Выключатель 1-кл. СП AtlasDesign 10А IP20 (сх. 1) 10AX механизм алюм. SE ATN000311;1;Выключатель 1-кл. СП AtlasDesign 10А IP20 (сх. 1) 10AX механизм алюм. SE ATN000311;7;4;7;0,0002;1;Новинка;3,61E+12
00080248;               Выключатель 2-кл. СП AtlasDesign 10А IP20 (сх. 5) 10AX механизм алюм. SE ATN000351;ATN000351;шт;Механизм SE AtlasDesign выключателя 2-клавишного подходит для сетей 250 В, на ток 10 А. Усиленные прямые монтажные лапки для лучшей фиксации механизма в монтажной коробке. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучени;шт; ;Выключатель 2-кл. СП AtlasDesign 10А IP20 (сх. 5) 10AX механизм алюм. SE ATN000351;1;Выключатель 2-кл. СП AtlasDesign 10А IP20 (сх. 5) 10AX механизм алюм. SE ATN000351;7;4;7;0,0002;1;Новинка;3,61E+12
00081027;               Переключатель 1кл промеж с/у алюминий механизм AtlasDesign;ATN000371;шт; ;шт; ;Переключатель 1кл промеж с/у алюминий механизм AtlasDesign;0;Переключатель 1кл промеж с/у алюминий механизм AtlasDesign;8;5;8;0,0003;1;Новинка;3,61E+12
00080249;               Переключатель проходной 1-кл. СП AtlasDesign 10А IP20 (сх. 6) 10AX механизм алюм. SE ATN000361;ATN000361;шт;Переключатель проходной 1-клавишный подходит для сетей 250 В, на ток 10 А. Усиленные прямые монтажные лапки для лучшей фиксации механизма в монтажной коробке. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению.;шт; ;Переключатель проходной 1-кл. СП AtlasDesign 10А IP20 (сх. 6) 10AX механизм алюм. SE ATN000361;1;Переключатель проходной 1-кл. СП AtlasDesign 10А IP20 (сх. 6) 10AX механизм алюм. SE ATN000361;7;4;7;0,0002;1;Новинка;3,61E+12
00080250;               Переключатель проходной 2-кл. СП AtlasDesign 10А IP20 (сх. 6/2) 10AX механизм алюм. SE ATN000365;ATN000365;шт;Переключатель проходной 2-клавишный подходит для сетей 250 В, на ток 10 А. Усиленные прямые монтажные лапки для лучшей фиксации механизма в монтажной коробке. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению.;шт; ;Переключатель проходной 2-кл. СП AtlasDesign 10А IP20 (сх. 6/2) 10AX механизм алюм. SE ATN000365;1;Переключатель проходной 2-кл. СП AtlasDesign 10А IP20 (сх. 6/2) 10AX механизм алюм. SE ATN000365;7;4;7;0,0002;1;Новинка;3,61E+12
00080251;               Рамка 1-м AtlasDesign алюм. SE ATN000301;ATN000301;шт;Рамка SE AtlasDesign (цвет алюминий) одинарная. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению.Позволяет гармонично вписать электроустановочное изделие в интерьер помещения.;шт; ;Рамка 1-м AtlasDesign алюм. SE ATN000301;1;Рамка 1-м AtlasDesign алюм. SE ATN000301;1;8;8;0,0001;1;Новинка;3,61E+12
00080252;               Рамка 2-м AtlasDesign универс. алюм. SE ATN000302;ATN000302;шт;Рамка SE AtlasDesign (цвет алюминий) двойная. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению.Позволяет гармонично вписать электроустановочное изделие в интерьер помещения.;шт; ;Рамка 2-м AtlasDesign универс. алюм. SE ATN000302;1;Рамка 2-м AtlasDesign универс. алюм. SE ATN000302;1;15;8;0,0001;1;Новинка;3,61E+12
00080253;               Рамка 3-м AtlasDesign универс. алюм. SE ATN000303;ATN000303;шт;Рамка SE AtlasDesign (цвет алюминий) тройная. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению.Позволяет гармонично вписать электроустановочное изделие в интерьер помещения.;шт; ;Рамка 3-м AtlasDesign универс. алюм. SE ATN000303;1;Рамка 3-м AtlasDesign универс. алюм. SE ATN000303;1;22;8;0,0002;1;Новинка;3,61E+12
00080254;               Рамка 4-м AtlasDesign универс. алюм. SE ATN000304;ATN000304;шт;Рамка SE AtlasDesign (цвет алюминий) на 4 поста. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению.Позволяет гармонично вписать электроустановочное изделие в интерьер помещения.;шт; ;Рамка 4-м AtlasDesign универс. алюм. SE ATN000304;1;Рамка 4-м AtlasDesign универс. алюм. SE ATN000304;1;29;8;0,0002;1;Новинка;3,61E+12
00080255;               Рамка 5-м AtlasDesign универс. алюм. SE ATN000305;ATN000305;шт;Рамка SE AtlasDesign (цвет алюминий) на 5 постов. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению.Позволяет гармонично вписать электроустановочное изделие в интерьер помещения.;шт; ;Рамка 5-м AtlasDesign универс. алюм. SE ATN000305;1;Рамка 5-м AtlasDesign универс. алюм. SE ATN000305;1;36;8;0,0003;1;Новинка;3,61E+12
00080256;               Розетка 1-м СП AtlasDesign 16А IP20 без заземл. без защ. шторок механизм алюм. SE ATN000341;ATN000341;шт;Механизм SE AtlasDesign (цвет алюминий) розетки одинарной без заземления и без шторок подходит для сетей 250 В, на ток 16 А. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению. Позволяет гармонично вписать электроустаново;шт; ;Розетка 1-м СП AtlasDesign 16А IP20 без заземл. без защ. шторок механизм алюм. SE ATN000341;1;Розетка 1-м СП AtlasDesign 16А IP20 без заземл. без защ. шторок механизм алюм. SE ATN000341;7;4;7;0,0002;1;Новинка;3,61E+12
00080257;               Розетка 1-м СП AtlasDesign 16А IP20 с заземл. механизм алюм. SE ATN000343;ATN000343;шт;Механизм SE AtlasDesign (цвет алюминий) розетки одинарной с заземлением подходит для сетей 250 В, на ток 16 А. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению. Позволяет гармонично вписать электроустановочное изделие в;шт; ;Розетка 1-м СП AtlasDesign 16А IP20 с заземл. механизм алюм. SE ATN000343;1;Розетка 1-м СП AtlasDesign 16А IP20 с заземл. механизм алюм. SE ATN000343;7;4;7;0,0002;1;Новинка;3,61E+12
00080976;               Розетка 2-м AtlasDesign 16А без З/К с/у в сборе алюминий ATN000320;ATN000320;шт;Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению. Позволяет гармонично вписать электроустановочное изделие в интерьер помещения.;шт; ;Розетка 2-м AtlasDesign 16А без З/К с/у в сборе алюминий ATN000320;1;Розетка 2-м AtlasDesign 16А без З/К с/у в сборе алюминий ATN000320;13;8,5;4;0,0004;1;Новинка;3,61E+12
00080258;               Розетка 2-м СП AtlasDesign 16А IP20 с заземл. в сборе алюм. SE ATN000324;ATN000324;шт;Розетка  (цвет алюминий) двойная в сборе с заземлением подходит для сетей 250 В, на ток 16 А. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению. Позволяет гармонично вписать электроустановочное изделие в интерьер помещен;шт; ;Розетка 2-м СП AtlasDesign 16А IP20 с заземл. в сборе алюм. SE ATN000324;1;Розетка 2-м СП AtlasDesign 16А IP20 с заземл. в сборе алюм. SE ATN000324;5;8;12;0,0005;1;Новинка;3,61E+12
00080259;               Розетка компьютерная 1-м AtlasDesign RJ45 кат.5E механизм алюм. SE ATN000383;ATN000383;шт;Механизм SE AtlasDesign (цвет алюминий) розетки компьютерной с разъёмом RJ45 категория 5е предназначен для удобного и быстрого подключения вашего компьютера к локальной вычислительной сети. Пластик с ионами серебра в белом цвете обеспечивает антибактериал;шт; ;Розетка компьютерная 1-м AtlasDesign RJ45 кат.5E механизм алюм. SE ATN000383;1;Розетка компьютерная 1-м AtlasDesign RJ45 кат.5E механизм алюм. SE ATN000383;7;4;7;0,0002;1;Новинка;3,61E+12
00080260;               Розетка телевизионная оконечная TV AtlasDesign 1дБ механизм алюм. SE ATN000391;ATN000391;шт;Механизм SE AtlasDesign (цвет алюминий) розетки TV оконечной 1DB предназначен для подключения телевизора к телевизионной сети. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению. Оконечная розетка может устанавливаться ка;шт; ;Розетка телевизионная оконечная TV AtlasDesign 1дБ механизм алюм. SE ATN000391;1;Розетка телевизионная оконечная TV AtlasDesign 1дБ механизм алюм. SE ATN000391;7;4;7;0,0002;1;Новинка;3,61E+12
00080242;            Цвет бежевый;;;;;;;;;;;;;;;
00080261;               Выключатель 1-кл. СП AtlasDesign 10А IP20 (сх. 1) 10AX механизм беж. SE ATN000211;ATN000211;шт;Механизм SE AtlasDesign (цвет бежевый) выключателя 1-клавишного подходит для сетей 250 В, на ток 10 А. Усиленные прямые монтажные лапки для лучшей фиксации механизма в монтажной коробке. Лицевые детали из качественного ABS-пластика, устойчивого к царапина;шт; ;Выключатель 1-кл. СП AtlasDesign 10А IP20 (сх. 1) 10AX механизм беж. SE ATN000211;1;Выключатель 1-кл. СП AtlasDesign 10А IP20 (сх. 1) 10AX механизм беж;7;4;7;0,0002;1;Новинка;3,61E+12
00080262;               Выключатель 2-кл. СП AtlasDesign 10А IP20 (сх. 5) 10AX механизм беж. SE ATN000251;ATN000251;шт;Механизм SE AtlasDesign (цвет бежевый) выключателя 2-клавишного подходит для сетей 250 В, на ток 10 А. Усиленные прямые монтажные лапки для лучшей фиксации механизма в монтажной коробке. Лицевые детали из качественного ABS-пластика, устойчивого к царапина;шт; ;Выключатель 2-кл. СП AtlasDesign 10А IP20 (сх. 5) 10AX механизм беж. SE ATN000251;1;Выключатель 2-кл. СП AtlasDesign 10А IP20 (сх. 5) 10AX механизм беж. SE ATN000251;7;4;7;0,0002;1;Новинка;3,61E+12
00080961;               Переключатель 1кл перекрестный с/у бежевый механизм AtlasDesign Systeme Electric (1/5);ATN000271;шт; ;шт; ;Переключатель 1кл перекрестный с/у бежевый механизм AtlasDesign Systeme Electric (1/5);1;Переключатель 1кл перекрестный с/у бежевый механизм AtlasDesign Systeme Electric (1/5);5;5;3;0,0001;1;Новинка;3,61E+12
00080263;               Переключатель проходной 1-кл. СП AtlasDesign 10А IP20 (сх. 6) 10AX механизм беж. SE ATN000261;ATN000261;шт;Механизм SE AtlasDesign (цвет бежевый) переключателя проходного 1-клавишного подходит для сетей 250 В, на ток 10 А. Усиленные прямые монтажные лапки для лучшей фиксации механизма в монтажной коробке. Лицевые детали из качественного ABS-пластика, устойчиво;шт; ;Переключатель проходной 1-кл. СП AtlasDesign 10А IP20 (сх. 6) 10AX механизм беж. SE ATN000261;1;Переключатель проходной 1-кл. СП AtlasDesign 10А IP20 (сх. 6) 10AX механизм беж. SE ATN000261;7;4;7;0,0002;1;Новинка;3,61E+12
00080264;               Переключатель проходной 2-кл. СП AtlasDesign 10А IP20 (сх. 6/2) 10AX механизм беж. SE ATN000265;ATN000265;шт;Механизм SE AtlasDesign (цвет бежевый) переключателя проходного 2-клавишного подходит для сетей 250 В, на ток 10 А. Усиленные прямые монтажные лапки для лучшей фиксации механизма в монтажной коробке. Лицевые детали из качественного ABS-пластика, устойчиво;шт; ;Переключатель проходной 2-кл. СП AtlasDesign 10А IP20 (сх. 6/2) 10AX механизм беж. SE ATN000265;1;Переключатель проходной 2-кл. СП AtlasDesign 10А IP20 (сх. 6/2) 10AX механизм беж. SE ATN000265;7;4;7;0,0002;1;Новинка;3,61E+12
00080265;               Рамка 1-м AtlasDesign беж. SE ATN000201;ATN000201;шт;Рамка SE AtlasDesign (цвет бежевый) на 1 пост. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению.Позволяет гармонично вписать электроустановочное изделие в интерьер помещения.;шт; ;Рамка 1-м AtlasDesign беж. SE ATN000201;1;Рамка 1-м AtlasDesign беж. SE ATN000201;7;1;7;0;1;Новинка;3,61E+12
00081281;               Рамка 1-м AtlasDesign беж. SE ATN000201;ATN000201;шт;Рамка SE AtlasDesign (цвет бежевый) на 1 пост. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению.Позволяет гармонично вписать электроустановочное изделие в интерьер помещения.;шт; ;Рамка 1-м AtlasDesign беж. SE ATN000201;0; ;0;0;0;0;1;Новинка; 
00080266;               Рамка 2-м AtlasDesign универс. беж. SE ATN000202;ATN000202;шт;Рамка SE AtlasDesign (цвет бежевый) на 2 поста. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению.Позволяет гармонично вписать электроустановочное изделие в интерьер помещения.;шт; ;Рамка 2-м AtlasDesign универс. беж. SE ATN000202;1;Рамка 2-м AtlasDesign универс. беж. SE ATN000202;1;15;8;0,0001;1;Новинка;3,61E+12
00080267;               Рамка 3-м AtlasDesign универс. беж. SE ATN000203;ATN000203;шт;Рамка SE AtlasDesign (цвет бежевый) на 3 поста. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению.Позволяет гармонично вписать электроустановочное изделие в интерьер помещения.;шт; ;Рамка 3-м AtlasDesign универс. беж. SE ATN000203;1;Рамка 3-м AtlasDesign универс. беж. SE ATN000203;1;22;8;0,0002;1;Новинка;3,61E+12
00075959;               Рамка 4-м AtlasDesign универс. беж. SE ATN000204;ATN000204;шт;Рамка SE AtlasDesign (цвет бежевый) на 4 поста. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению.Позволяет гармонично вписать электроустановочное изделие в интерьер помещения.;шт; ;Рамка 4-м AtlasDesign универс. беж. SE ATN000204;1;Рамка 4-м AtlasDesign универс. беж. SE ATN000204;0;0;0;0;1;Новинка;3,61E+12
00080269;               Рамка 5-м AtlasDesign универс. беж. SE ATN000205;ATN000205;шт;Рамка SE AtlasDesign (цвет бежевый) на 5 постов. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению.Позволяет гармонично вписать электроустановочное изделие в интерьер помещения.;шт; ;Рамка 5-м AtlasDesign универс. беж. SE ATN000205;1;Рамка 5-м AtlasDesign универс. беж. SE ATN000205;1;36;8;0,0003;1;Новинка;3,61E+12
00080959;               Розетка 1-м без З/К с/у AtlasDesign 16А механизм беж. ATN000241;ATN000241;шт;Розетка Systeme Electric AtlasDesign Бежевый без заземления выполнена в классическом стиле. Строгий и лаконичный дизайн с чёткими прямыми линиями отлично впишется в любой интерьер. Надежный механизм и качественные материалы обеспечивают безопасность и дол;шт; ;Розетка 1-м без З/К с/у AtlasDesign 16А механизм беж. ATN000241;1;Розетка 1-м без З/К с/у AtlasDesign 16А механизм беж. ATN000241;7;4;7;0,0002;1;Новинка;3,61E+12
00080270;               Розетка 1-м СП AtlasDesign 16А IP20 с заземл. механизм беж. SE ATN000243;ATN000243;шт;Механизм SE AtlasDesign (цвет бежевый) розетки одинарной с заземлением подходит для сетей 250 В, на ток 16 А. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению. Позволяет гармонично вписать электроустановочное изделие в ;шт; ;Розетка 1-м СП AtlasDesign 16А IP20 с заземл. механизм беж. SE ATN000243;1;Розетка 1-м СП AtlasDesign 16А IP20 с заземл. механизм беж. SE ATN000243;7;4;7;0,0002;1;Новинка;3,61E+12
00080977;               Розетка 2-м AtlasDesign 16А без З/К с/у в сборе беж. ATN000220;ATN000220;шт;Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению. Позволяет гармонично вписать электроустановочное изделие в интерьер помещения.;шт; ;Розетка 2-м AtlasDesign 16А без З/К с/у в сборе беж. ATN000220;1;Розетка 2-м AtlasDesign 16А без З/К с/у в сборе беж. ATN000220;13;8,5;4;0,0004;1;Новинка;3,61E+12
00080271;               Розетка компьютерная 1-м AtlasDesign RJ45 кат.5E механизм беж. SE ATN000283;ATN000283;шт;Механизм SE AtlasDesign (цвет бежевый) розетки компьютерной с разъёмом RJ45 категория 5е предназначен для удобного и быстрого подключения вашего компьютера к локальной вычислительной сети. Пластик с ионами серебра в белом цвете обеспечивает антибактериаль;шт; ;Розетка компьютерная 1-м AtlasDesign RJ45 кат.5E механизм беж. SE ATN000283;1;Розетка компьютерная 1-м AtlasDesign RJ45 кат.5E механизм беж. SE ATN000283;7;4;7;0,0002;1;Новинка;3,61E+12
00080272;               Розетка телевизионная TV AtlasDesign коннектор механизм беж. SE ATN000293;ATN000293;шт;Механизм SE AtlasDesign (цвет бежевый) розетки TV оконечной 1DB предназначен для подключения телевизора к телевизионной сети. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению. Оконечная розетка может устанавливаться как;шт; ;Розетка телевизионная TV AtlasDesign коннектор механизм беж. SE ATN000293;1;Розетка телевизионная TV AtlasDesign коннектор механизм беж. SE ATN000293;7;4;7;0,0002;1;Новинка;3,61E+12
00080243;            Цвет белый;;;;;;;;;;;;;;;
00080273;               Выключатель 1-кл. СП AtlasDesign 10А IP20 (сх. 1) 10AX механизм бел. SE ATN000111;ATN000111;шт;Механизм выключателя AtlasDesign SE (цвет белый) 1-клавишного подходит для сетей 250 В, на ток 10 А. Усиленные прямые монтажные лапки для лучшей фиксации механизма в монтажной коробке. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам ;шт; ;Выключатель 1-кл. СП AtlasDesign 10А IP20 (сх. 1) 10AX механизм бел. SE ATN000111;1;Выключатель 1-кл. СП AtlasDesign 10А IP20 (сх. 1) 10AX механизм бел. SE ATN000111;7;4;7;0,0002;1;Новинка;3,61E+12
00080274;               Выключатель 2-кл. СП AtlasDesign 10А IP20 (сх. 5) 10AX механизм бел. SE ATN000151;ATN000151;шт;Механизм выключателя AtlasDesign SE (цвет белый) 2-клавишного подходит для сетей 250 В, на ток 10 А. Усиленные прямые монтажные лапки для лучшей фиксации механизма в монтажной коробке. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам ;шт; ;Выключатель 2-кл. СП AtlasDesign 10А IP20 (сх. 5) 10AX механизм бел. SE ATN000151;1;Выключатель 2-кл. СП AtlasDesign 10А IP20 (сх. 5) 10AX механизм бел. SE ATN000151;7;4;7;0,0002;1;Новинка;3,61E+12
00080275;               Выключатель 3-кл. СП AtlasDesign 10А IP20 (сх. 1+1+1) 10AX механизм бел. SE ATN000131;ATN000131;шт;Механизм выключателя AtlasDesign SE (цвет белый) 3-клавишного подходит для сетей 250 В, на ток 10 А. Усиленные прямые монтажные лапки для лучшей фиксации механизма в монтажной коробке. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам ;шт; ;Выключатель 3-кл. СП AtlasDesign 10А IP20 (сх. 1+1+1) 10AX механизм бел. SE ATN000131;1;Выключатель 3-кл. СП AtlasDesign 10А IP20 (сх. 1+1+1) 10AX механизм бел. SE ATN000131;7;4;7;0,0002;1;Новинка;3,61E+12
00081024;               Переключатель 1кл промеж с/у белый механизм AtlasDesign Systeme;ATN000171;шт; ;шт; ;Переключатель 1кл промеж с/у белый механизм AtlasDesign Systeme;0;Переключатель 1кл промеж с/у белый механизм AtlasDesign Systeme;8;5;8;0,0003;1;Новинка;3,61E+12
00080276;               Переключатель проходной 1-кл. СП AtlasDesign 10А IP20 (сх. 6) 10AX механизм бел. SE ATN000161;ATN000161;шт;Переключатель проходной 1-клавишный позволяют управлять одним источником света с двух точек. Подходит для сетей 250 В, на ток 10 А. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению.;шт; ;Переключатель проходной 1-кл. СП AtlasDesign 10А IP20 (сх. 6) 10AX механизм бел. SE ATN000161;1;Переключатель проходной 1-кл. СП AtlasDesign 10А IP20 (сх. 6) 10AX механизм бел. SE ATN000161;7;4;7;0,0002;1;Новинка;3,61E+12
00080277;               Переключатель проходной 2-кл. СП AtlasDesign 10А IP20 (сх. 6/2) 10AX механизм бел. SE ATN000165;ATN000165;шт;Переключатель проходной 2-клавишный позволяют управлять одним источником света с двух точек. Подходит для сетей 250 В, на ток 10 А. Лицевые детали из качественного ABS-пластика, устойчивого к царапинам и УФ-излучению.;шт; ;Переключатель проходной 2-кл. СП AtlasDesign 10А IP20 (сх. 6/2) 10AX механизм бел. SE ATN000165;1;Переключатель проходной 2-кл. СП AtlasDesign 10А IP20 (сх. 6/2) 10AX механизм бел. SE ATN000165;7;4;7;0,0002;1;Новинка;3,61E+12
